time,open,high,low,close,volume,ticker,companyType
2024-11-04 09:15:00,26200,26300,26200,26250,56000,SSI,CK
2024-11-04 09:16:00,26300,26300,26250,26250,15200,SSI,CK
2024-11-04 09:17:00,26250,26250,26250,26250,84500,SSI,CK
2024-11-04 09:18:00,26250,26250,26200,26200,24300,SSI,CK
2024-11-04 09:19:00,26200,26250,26200,26200,22500,SSI,CK
2024-11-04 09:20:00,26200,26250,26200,26200,2300,SSI,CK
2024-11-04 09:21:00,26200,26200,26200,26200,1100,SSI,CK
2024-11-04 09:22:00,26200,26200,26200,26200,7200,SSI,CK
2024-11-04 09:23:00,26200,26200,26200,26200,51900,SSI,CK
2024-11-04 09:24:00,26200,26200,26150,26150,11200,SSI,CK
2024-11-04 09:25:00,26150,26150,26150,26150,12200,SSI,CK
2024-11-04 09:26:00,26150,26150,26150,26150,5800,SSI,CK
2024-11-04 09:27:00,26150,26150,26150,26150,3400,SSI,CK
2024-11-04 09:28:00,26150,26250,26150,26250,61400,SSI,CK
2024-11-04 09:29:00,26200,26250,26200,26200,10500,SSI,CK
2024-11-04 09:30:00,26200,26200,26200,26200,1700,SSI,CK
2024-11-04 09:31:00,26200,26250,26200,26200,34000,SSI,CK
2024-11-04 09:32:00,26200,26200,26200,26200,18200,SSI,CK
2024-11-04 09:33:00,26200,26200,26200,26200,21600,SSI,CK
2024-11-04 09:34:00,26200,26200,26200,26200,3900,SSI,CK
2024-11-04 09:35:00,26200,26200,26200,26200,600,SSI,CK
2024-11-04 09:36:00,26200,26200,26150,26150,6900,SSI,CK
2024-11-04 09:37:00,26150,26150,26150,26150,200,SSI,CK
2024-11-04 09:38:00,26200,26200,26150,26200,30000,SSI,CK
2024-11-04 09:39:00,26150,26150,26150,26150,13000,SSI,CK
2024-11-04 09:40:00,26150,26200,26150,26150,15200,SSI,CK
2024-11-04 09:41:00,26150,26150,26150,26150,40800,SSI,CK
2024-11-04 09:42:00,26150,26150,26150,26150,200,SSI,CK
2024-11-04 09:43:00,26150,26150,26150,26150,800,SSI,CK
2024-11-04 09:44:00,26100,26100,26100,26100,13200,SSI,CK
2024-11-04 09:45:00,26100,26150,26100,26100,50600,SSI,CK
2024-11-04 09:46:00,26100,26100,26100,26100,15500,SSI,CK
2024-11-04 09:47:00,26100,26150,26050,26050,11700,SSI,CK
2024-11-04 09:48:00,26050,26050,26050,26050,4800,SSI,CK
2024-11-04 09:49:00,26050,26100,26050,26100,12700,SSI,CK
2024-11-04 09:50:00,26050,26100,26050,26100,3900,SSI,CK
2024-11-04 09:51:00,26050,26100,26050,26100,9200,SSI,CK
2024-11-04 09:52:00,26050,26100,26050,26100,30800,SSI,CK
2024-11-04 09:53:00,26100,26100,26050,26050,14500,SSI,CK
2024-11-04 09:54:00,26050,26050,26050,26050,127600,SSI,CK
2024-11-04 09:55:00,26050,26050,26050,26050,28600,SSI,CK
2024-11-04 09:56:00,26050,26100,26050,26100,14900,SSI,CK
2024-11-04 09:57:00,26050,26050,26050,26050,18900,SSI,CK
2024-11-04 09:58:00,26050,26100,26050,26100,4800,SSI,CK
2024-11-04 09:59:00,26100,26100,26050,26050,163600,SSI,CK
2024-11-04 10:00:00,26050,26050,26000,26000,54600,SSI,CK
2024-11-04 10:01:00,26050,26050,26000,26050,22500,SSI,CK
2024-11-04 10:02:00,26050,26050,26000,26050,91000,SSI,CK
2024-11-04 10:03:00,26050,26050,26050,26050,19700,SSI,CK
2024-11-04 10:04:00,26050,26100,26050,26050,27700,SSI,CK
2024-11-04 10:05:00,26050,26050,26000,26000,630300,SSI,CK
2024-11-04 10:06:00,26000,26000,25900,25900,273700,SSI,CK
2024-11-04 10:07:00,25900,25950,25900,25950,41800,SSI,CK
2024-11-04 10:08:00,25950,26050,25900,26000,340100,SSI,CK
2024-11-04 10:09:00,26000,26000,26000,26000,23700,SSI,CK
2024-11-04 10:10:00,26000,26050,26000,26000,38800,SSI,CK
2024-11-04 10:11:00,26000,26050,26000,26000,15700,SSI,CK
2024-11-04 10:12:00,26050,26050,26000,26000,19400,SSI,CK
2024-11-04 10:13:00,26000,26000,26000,26000,35000,SSI,CK
2024-11-04 10:14:00,26000,26050,26000,26000,4800,SSI,CK
2024-11-04 10:15:00,26000,26050,26000,26050,40000,SSI,CK
2024-11-04 10:16:00,26050,26050,26000,26050,10700,SSI,CK
2024-11-04 10:17:00,26050,26050,26000,26050,143300,SSI,CK
2024-11-04 10:18:00,26000,26050,26000,26050,57700,SSI,CK
2024-11-04 10:19:00,26100,26100,26050,26100,5200,SSI,CK
2024-11-04 10:20:00,26100,26100,26050,26050,36900,SSI,CK
2024-11-04 10:21:00,26050,26100,26050,26100,12600,SSI,CK
2024-11-04 10:22:00,26100,26100,26050,26100,36900,SSI,CK
2024-11-04 10:23:00,26100,26100,26050,26050,20600,SSI,CK
2024-11-04 10:24:00,26100,26100,26050,26050,4000,SSI,CK
2024-11-04 10:25:00,26100,26100,26000,26100,188000,SSI,CK
2024-11-04 10:26:00,26050,26150,26050,26150,57300,SSI,CK
2024-11-04 10:28:00,26150,26150,26100,26100,1800,SSI,CK
2024-11-04 10:29:00,26100,26100,26100,26100,3100,SSI,CK
2024-11-04 10:30:00,26150,26150,26100,26100,12100,SSI,CK
2024-11-04 10:31:00,26100,26100,26100,26100,10100,SSI,CK
2024-11-04 10:32:00,26100,26100,26100,26100,12900,SSI,CK
2024-11-04 10:33:00,26100,26100,26100,26100,31300,SSI,CK
2024-11-04 10:34:00,26150,26150,26100,26100,3900,SSI,CK
2024-11-04 10:35:00,26100,26100,26100,26100,13400,SSI,CK
2024-11-04 10:36:00,26100,26100,26100,26100,11500,SSI,CK
2024-11-04 10:37:00,26100,26150,26100,26150,10400,SSI,CK
2024-11-04 10:38:00,26150,26150,26100,26100,3000,SSI,CK
2024-11-04 10:39:00,26100,26100,26100,26100,11400,SSI,CK
2024-11-04 10:40:00,26100,26100,26100,26100,111000,SSI,CK
2024-11-04 10:41:00,26100,26100,26100,26100,1100,SSI,CK
2024-11-04 10:42:00,26100,26100,26100,26100,4800,SSI,CK
2024-11-04 10:43:00,26100,26100,26050,26050,17400,SSI,CK
2024-11-04 10:44:00,26050,26050,26050,26050,32200,SSI,CK
2024-11-04 10:45:00,26050,26050,26000,26050,800,SSI,CK
2024-11-04 10:46:00,26050,26050,26050,26050,80900,SSI,CK
2024-11-04 10:47:00,26050,26050,26050,26050,17100,SSI,CK
2024-11-04 10:48:00,26050,26050,26050,26050,31400,SSI,CK
2024-11-04 10:49:00,26050,26050,26000,26050,7500,SSI,CK
2024-11-04 10:50:00,26050,26050,26050,26050,2800,SSI,CK
2024-11-04 10:51:00,26050,26050,26000,26050,146300,SSI,CK
2024-11-04 10:52:00,26050,26050,26000,26000,7200,SSI,CK
2024-11-04 10:53:00,26000,26050,26000,26050,28300,SSI,CK
2024-11-04 10:54:00,26050,26050,26050,26050,46200,SSI,CK
2024-11-04 10:55:00,26100,26100,26050,26050,23200,SSI,CK
2024-11-04 10:56:00,26050,26050,26050,26050,17400,SSI,CK
2024-11-04 10:57:00,26050,26050,26050,26050,14200,SSI,CK
2024-11-04 10:58:00,26050,26050,26050,26050,800,SSI,CK
2024-11-04 10:59:00,26050,26050,26000,26000,3700,SSI,CK
2024-11-04 11:00:00,26000,26050,26000,26000,44200,SSI,CK
2024-11-04 11:01:00,26050,26100,26050,26050,28200,SSI,CK
2024-11-04 11:02:00,26050,26050,26000,26000,10000,SSI,CK
2024-11-04 11:03:00,26000,26000,26000,26000,14700,SSI,CK
2024-11-04 11:04:00,26050,26050,26050,26050,1400,SSI,CK
2024-11-04 11:05:00,26050,26050,26000,26000,8000,SSI,CK
2024-11-04 11:06:00,26000,26000,26000,26000,15800,SSI,CK
2024-11-04 11:07:00,26000,26050,26000,26000,57200,SSI,CK
2024-11-04 11:08:00,26000,26000,26000,26000,14800,SSI,CK
2024-11-04 11:09:00,26000,26050,26000,26000,57200,SSI,CK
2024-11-04 11:10:00,26000,26000,25950,26000,258000,SSI,CK
2024-11-04 11:11:00,26000,26000,25950,26000,33200,SSI,CK
2024-11-04 11:12:00,26000,26000,25950,26000,9300,SSI,CK
2024-11-04 11:13:00,26000,26000,26000,26000,63800,SSI,CK
2024-11-04 11:14:00,26000,26000,26000,26000,46200,SSI,CK
2024-11-04 11:15:00,26000,26000,26000,26000,21600,SSI,CK
2024-11-04 11:16:00,26000,26000,25950,26000,27400,SSI,CK
2024-11-04 11:17:00,26000,26000,26000,26000,41700,SSI,CK
2024-11-04 11:18:00,26000,26000,25950,25950,1800,SSI,CK
2024-11-04 11:19:00,25950,26000,25950,26000,7600,SSI,CK
2024-11-04 11:20:00,26000,26000,25950,25950,59500,SSI,CK
2024-11-04 11:21:00,25950,25950,25950,25950,67400,SSI,CK
2024-11-04 11:22:00,25950,26000,25950,25950,33800,SSI,CK
2024-11-04 11:23:00,25900,25950,25900,25900,15400,SSI,CK
2024-11-04 11:24:00,25900,25950,25900,25950,32200,SSI,CK
2024-11-04 11:25:00,25950,25950,25900,25950,43700,SSI,CK
2024-11-04 11:26:00,25950,25950,25900,25950,33100,SSI,CK
2024-11-04 11:27:00,25900,25950,25900,25950,46700,SSI,CK
2024-11-04 11:28:00,25950,25950,25900,25900,32200,SSI,CK
2024-11-04 11:29:00,25900,25900,25900,25900,43800,SSI,CK
2024-11-04 13:00:00,25900,25950,25900,25900,72600,SSI,CK
2024-11-04 13:01:00,25900,25950,25900,25950,5100,SSI,CK
2024-11-04 13:02:00,25900,25900,25900,25900,18200,SSI,CK
2024-11-04 13:03:00,25900,25950,25900,25950,37000,SSI,CK
2024-11-04 13:04:00,25950,26000,25950,26000,54100,SSI,CK
2024-11-04 13:05:00,26000,26000,25950,25950,18800,SSI,CK
2024-11-04 13:06:00,25950,25950,25950,25950,14900,SSI,CK
2024-11-04 13:07:00,25950,25950,25950,25950,24600,SSI,CK
2024-11-04 13:08:00,25950,26000,25950,26000,66500,SSI,CK
2024-11-04 13:09:00,26000,26000,25950,26000,99000,SSI,CK
2024-11-04 13:10:00,26000,26000,26000,26000,12000,SSI,CK
2024-11-04 13:11:00,26000,26000,25950,26000,131300,SSI,CK
2024-11-04 13:12:00,26000,26050,26000,26050,123700,SSI,CK
2024-11-04 13:13:00,26050,26100,26000,26100,317700,SSI,CK
2024-11-04 13:14:00,26100,26150,26100,26150,214000,SSI,CK
2024-11-04 13:15:00,26100,26150,26100,26150,60900,SSI,CK
2024-11-04 13:16:00,26150,26150,26100,26100,37000,SSI,CK
2024-11-04 13:17:00,26100,26150,26100,26100,62700,SSI,CK
2024-11-04 13:18:00,26100,26150,26100,26100,27000,SSI,CK
2024-11-04 13:19:00,26100,26100,26100,26100,25900,SSI,CK
2024-11-04 13:20:00,26100,26100,26100,26100,4400,SSI,CK
2024-11-04 13:21:00,26100,26100,26050,26050,69600,SSI,CK
2024-11-04 13:22:00,26000,26050,26000,26050,42600,SSI,CK
2024-11-04 13:23:00,26050,26050,26000,26050,10500,SSI,CK
2024-11-04 13:24:00,26050,26100,26050,26100,73100,SSI,CK
2024-11-04 13:25:00,26050,26100,26050,26050,37900,SSI,CK
2024-11-04 13:26:00,26050,26050,26000,26000,86900,SSI,CK
2024-11-04 13:27:00,26000,26050,26000,26000,41300,SSI,CK
2024-11-04 13:28:00,26000,26000,25950,25950,19100,SSI,CK
