time,open,high,low,close,volume,ticker,companyType
2024-11-04 09:15:00,24700,24750,24650,24650,46800,MBB,NH
2024-11-04 09:16:00,24650,24700,24650,24700,34300,MBB,NH
2024-11-04 09:17:00,24700,24700,24650,24700,52900,MBB,NH
2024-11-04 09:18:00,24700,24700,24650,24700,76600,MBB,NH
2024-11-04 09:19:00,24700,24750,24650,24750,97200,MBB,NH
2024-11-04 09:20:00,24700,24750,24700,24700,43800,MBB,NH
2024-11-04 09:21:00,24700,24700,24700,24700,100100,MBB,NH
2024-11-04 09:22:00,24700,24700,24600,24650,124500,MBB,NH
2024-11-04 09:23:00,24650,24700,24650,24650,24700,MBB,NH
2024-11-04 09:24:00,24600,24650,24600,24650,13000,MBB,NH
2024-11-04 09:25:00,24650,24650,24600,24600,63200,MBB,NH
2024-11-04 09:26:00,24650,24650,24600,24600,68600,MBB,NH
2024-11-04 09:27:00,24600,24600,24550,24600,112800,MBB,NH
2024-11-04 09:28:00,24600,24600,24600,24600,5100,MBB,NH
2024-11-04 09:29:00,24600,24600,24600,24600,50100,MBB,NH
2024-11-04 09:30:00,24600,24600,24600,24600,16200,MBB,NH
2024-11-04 09:31:00,24600,24600,24600,24600,17300,MBB,NH
2024-11-04 09:32:00,24600,24650,24600,24650,109000,MBB,NH
2024-11-04 09:33:00,24650,24650,24650,24650,4400,MBB,NH
2024-11-04 09:34:00,24650,24650,24650,24650,9800,MBB,NH
2024-11-04 09:35:00,24650,24650,24650,24650,4300,MBB,NH
2024-11-04 09:36:00,24650,24650,24650,24650,5300,MBB,NH
2024-11-04 09:37:00,24650,24650,24600,24600,3800,MBB,NH
2024-11-04 09:38:00,24600,24600,24600,24600,28600,MBB,NH
2024-11-04 09:39:00,24600,24600,24600,24600,35700,MBB,NH
2024-11-04 09:40:00,24600,24650,24600,24650,14300,MBB,NH
2024-11-04 09:41:00,24650,24650,24600,24600,14000,MBB,NH
2024-11-04 09:42:00,24600,24600,24600,24600,29800,MBB,NH
2024-11-04 09:43:00,24600,24600,24550,24600,2700,MBB,NH
2024-11-04 09:44:00,24600,24600,24550,24550,52200,MBB,NH
2024-11-04 09:45:00,24600,24600,24550,24600,111100,MBB,NH
2024-11-04 09:46:00,24600,24600,24550,24550,11500,MBB,NH
2024-11-04 09:47:00,24550,24600,24550,24550,31700,MBB,NH
2024-11-04 09:48:00,24550,24550,24550,24550,1400,MBB,NH
2024-11-04 09:49:00,24550,24550,24550,24550,2300,MBB,NH
2024-11-04 09:50:00,24550,24550,24550,24550,49300,MBB,NH
2024-11-04 09:51:00,24550,24550,24550,24550,2400,MBB,NH
2024-11-04 09:52:00,24550,24550,24550,24550,5100,MBB,NH
2024-11-04 09:53:00,24550,24550,24550,24550,19200,MBB,NH
2024-11-04 09:54:00,24550,24550,24500,24500,50000,MBB,NH
2024-11-04 09:55:00,24500,24550,24500,24550,40200,MBB,NH
2024-11-04 09:56:00,24500,24550,24500,24550,34900,MBB,NH
2024-11-04 09:57:00,24550,24550,24500,24550,74300,MBB,NH
2024-11-04 09:58:00,24550,24550,24500,24550,40600,MBB,NH
2024-11-04 09:59:00,24550,24600,24550,24550,18800,MBB,NH
2024-11-04 10:00:00,24550,24600,24550,24600,80800,MBB,NH
2024-11-04 10:01:00,24550,24550,24550,24550,75800,MBB,NH
2024-11-04 10:02:00,24550,24550,24550,24550,79200,MBB,NH
2024-11-04 10:03:00,24550,24550,24550,24550,2300,MBB,NH
2024-11-04 10:04:00,24550,24600,24550,24600,132400,MBB,NH
2024-11-04 10:05:00,24550,24550,24500,24500,50000,MBB,NH
2024-11-04 10:06:00,24500,24550,24500,24550,38500,MBB,NH
2024-11-04 10:07:00,24500,24550,24500,24500,449300,MBB,NH
2024-11-04 10:08:00,24500,24550,24500,24550,58800,MBB,NH
2024-11-04 10:09:00,24500,24550,24500,24500,26000,MBB,NH
2024-11-04 10:10:00,24500,24550,24500,24500,44700,MBB,NH
2024-11-04 10:11:00,24550,24550,24550,24550,20900,MBB,NH
2024-11-04 10:12:00,24500,24500,24500,24500,7100,MBB,NH
2024-11-04 10:13:00,24500,24550,24500,24500,106900,MBB,NH
2024-11-04 10:14:00,24550,24550,24500,24500,13000,MBB,NH
2024-11-04 10:15:00,24500,24550,24500,24500,129500,MBB,NH
2024-11-04 10:16:00,24500,24500,24500,24500,3900,MBB,NH
2024-11-04 10:17:00,24500,24550,24500,24500,4500,MBB,NH
2024-11-04 10:18:00,24500,24500,24500,24500,10000,MBB,NH
2024-11-04 10:19:00,24550,24550,24500,24500,37400,MBB,NH
2024-11-04 10:20:00,24550,24550,24550,24550,30500,MBB,NH
2024-11-04 10:21:00,24550,24550,24550,24550,77300,MBB,NH
2024-11-04 10:22:00,24550,24550,24550,24550,27700,MBB,NH
2024-11-04 10:23:00,24550,24550,24550,24550,5200,MBB,NH
2024-11-04 10:24:00,24600,24600,24550,24550,5100,MBB,NH
2024-11-04 10:25:00,24550,24600,24550,24550,68300,MBB,NH
2024-11-04 10:26:00,24550,24550,24550,24550,700,MBB,NH
2024-11-04 10:27:00,24600,24650,24600,24650,102600,MBB,NH
2024-11-04 10:28:00,24650,24650,24600,24600,2200,MBB,NH
2024-11-04 10:29:00,24600,24600,24600,24600,21900,MBB,NH
2024-11-04 10:30:00,24600,24650,24600,24600,6900,MBB,NH
2024-11-04 10:31:00,24600,24600,24600,24600,33300,MBB,NH
2024-11-04 10:32:00,24600,24600,24550,24550,25400,MBB,NH
2024-11-04 10:33:00,24600,24600,24600,24600,1800,MBB,NH
2024-11-04 10:34:00,24600,24600,24600,24600,700,MBB,NH
2024-11-04 10:35:00,24600,24600,24600,24600,400,MBB,NH
2024-11-04 10:36:00,24600,24600,24600,24600,300,MBB,NH
2024-11-04 10:37:00,24600,24600,24600,24600,3300,MBB,NH
2024-11-04 10:38:00,24600,24600,24550,24600,5500,MBB,NH
2024-11-04 10:39:00,24550,24600,24550,24600,2400,MBB,NH
2024-11-04 10:40:00,24600,24600,24550,24550,600,MBB,NH
2024-11-04 10:41:00,24550,24600,24550,24600,200,MBB,NH
2024-11-04 10:42:00,24550,24600,24550,24550,3500,MBB,NH
2024-11-04 10:43:00,24550,24550,24550,24550,5800,MBB,NH
2024-11-04 10:44:00,24600,24600,24550,24600,1500,MBB,NH
2024-11-04 10:45:00,24550,24550,24550,24550,100,MBB,NH
2024-11-04 10:46:00,24550,24550,24550,24550,110000,MBB,NH
2024-11-04 10:47:00,24550,24550,24550,24550,2700,MBB,NH
2024-11-04 10:48:00,24550,24550,24500,24500,20500,MBB,NH
2024-11-04 10:49:00,24550,24550,24500,24550,9500,MBB,NH
2024-11-04 10:50:00,24500,24500,24500,24500,7500,MBB,NH
2024-11-04 10:51:00,24550,24550,24550,24550,100,MBB,NH
2024-11-04 10:52:00,24500,24550,24500,24550,5800,MBB,NH
2024-11-04 10:53:00,24550,24550,24500,24500,298000,MBB,NH
2024-11-04 10:54:00,24500,24500,24500,24500,10500,MBB,NH
2024-11-04 10:55:00,24500,24500,24500,24500,17000,MBB,NH
2024-11-04 10:56:00,24500,24550,24500,24500,14000,MBB,NH
2024-11-04 10:57:00,24500,24500,24500,24500,88100,MBB,NH
2024-11-04 10:58:00,24500,24500,24500,24500,3800,MBB,NH
2024-11-04 10:59:00,24500,24500,24500,24500,2900,MBB,NH
2024-11-04 11:00:00,24500,24500,24500,24500,2700,MBB,NH
2024-11-04 11:01:00,24450,24500,24450,24500,12700,MBB,NH
2024-11-04 11:02:00,24500,24500,24450,24450,153200,MBB,NH
2024-11-04 11:03:00,24450,24500,24450,24500,15400,MBB,NH
2024-11-04 11:04:00,24500,24500,24500,24500,1000,MBB,NH
2024-11-04 11:05:00,24500,24500,24450,24450,1700,MBB,NH
2024-11-04 11:06:00,24450,24500,24450,24500,96700,MBB,NH
2024-11-04 11:07:00,24500,24500,24450,24450,76700,MBB,NH
2024-11-04 11:08:00,24500,24500,24450,24500,104000,MBB,NH
2024-11-04 11:09:00,24500,24500,24500,24500,55900,MBB,NH
2024-11-04 11:10:00,24500,24500,24450,24500,93000,MBB,NH
2024-11-04 11:11:00,24500,24500,24500,24500,9000,MBB,NH
2024-11-04 11:12:00,24500,24500,24450,24450,5800,MBB,NH
2024-11-04 11:13:00,24450,24450,24450,24450,162200,MBB,NH
2024-11-04 11:14:00,24500,24500,24500,24500,2300,MBB,NH
2024-11-04 11:15:00,24500,24500,24450,24450,34700,MBB,NH
2024-11-04 11:16:00,24500,24500,24500,24500,2400,MBB,NH
2024-11-04 11:17:00,24500,24500,24450,24450,5800,MBB,NH
2024-11-04 11:18:00,24500,24500,24500,24500,31500,MBB,NH
2024-11-04 11:19:00,24500,24500,24500,24500,25100,MBB,NH
2024-11-04 11:20:00,24500,24500,24500,24500,10200,MBB,NH
2024-11-04 11:21:00,24450,24500,24450,24500,1300,MBB,NH
2024-11-04 11:22:00,24500,24500,24500,24500,2000,MBB,NH
2024-11-04 11:23:00,24500,24500,24450,24450,19500,MBB,NH
2024-11-04 11:24:00,24500,24500,24450,24500,54700,MBB,NH
2024-11-04 11:25:00,24500,24500,24500,24500,1200,MBB,NH
2024-11-04 11:26:00,24500,24500,24450,24450,3600,MBB,NH
2024-11-04 11:27:00,24450,24500,24450,24500,23700,MBB,NH
2024-11-04 11:28:00,24500,24500,24450,24450,8000,MBB,NH
2024-11-04 11:29:00,24450,24500,24450,24450,10200,MBB,NH
2024-11-04 13:00:00,24450,24500,24400,24400,355000,MBB,NH
2024-11-04 13:01:00,24400,24450,24400,24450,47400,MBB,NH
2024-11-04 13:02:00,24450,24500,24450,24450,40900,MBB,NH
2024-11-04 13:03:00,24450,24450,24450,24450,12000,MBB,NH
2024-11-04 13:04:00,24450,24500,24450,24500,63900,MBB,NH
2024-11-04 13:05:00,24450,24450,24450,24450,41500,MBB,NH
2024-11-04 13:06:00,24500,24500,24450,24450,2600,MBB,NH
2024-11-04 13:07:00,24500,24500,24450,24500,29000,MBB,NH
