time,open,high,low,close,volume,ticker,companyType
2024-11-04 09:15:00,35550,35800,35550,35550,38200,CTG,NH
2024-11-04 09:16:00,35600,35600,35600,35600,9000,CTG,NH
2024-11-04 09:17:00,35600,35600,35600,35600,11900,CTG,NH
2024-11-04 09:18:00,35600,35600,35550,35600,15400,CTG,NH
2024-11-04 09:19:00,35600,35600,35600,35600,5000,CTG,NH
2024-11-04 09:20:00,35600,35600,35600,35600,8600,CTG,NH
2024-11-04 09:21:00,35550,35600,35550,35600,5000,CTG,NH
2024-11-04 09:22:00,35600,35600,35550,35600,29200,CTG,NH
2024-11-04 09:23:00,35550,35600,35550,35600,8500,CTG,NH
2024-11-04 09:24:00,35600,35600,35550,35600,9900,CTG,NH
2024-11-04 09:25:00,35600,35600,35600,35600,8900,CTG,NH
2024-11-04 09:26:00,35600,35700,35550,35700,49600,CTG,NH
2024-11-04 09:27:00,35650,35700,35650,35700,11400,CTG,NH
2024-11-04 09:28:00,35700,35800,35700,35750,53500,CTG,NH
2024-11-04 09:29:00,35800,35800,35750,35800,28900,CTG,NH
2024-11-04 09:30:00,35800,35850,35750,35850,37900,CTG,NH
2024-11-04 09:31:00,35850,35850,35800,35850,10100,CTG,NH
2024-11-04 09:32:00,35850,35900,35850,35900,48600,CTG,NH
2024-11-04 09:33:00,35900,35950,35850,35950,130100,CTG,NH
2024-11-04 09:34:00,35950,35950,35900,35900,47300,CTG,NH
2024-11-04 09:35:00,35900,35900,35850,35850,30300,CTG,NH
2024-11-04 09:36:00,35850,35850,35850,35850,4000,CTG,NH
2024-11-04 09:37:00,35850,35850,35800,35800,9900,CTG,NH
2024-11-04 09:38:00,35850,35850,35800,35800,23900,CTG,NH
2024-11-04 09:39:00,35800,35800,35800,35800,4000,CTG,NH
2024-11-04 09:40:00,35800,35800,35750,35800,10400,CTG,NH
2024-11-04 09:41:00,35800,35800,35750,35750,17300,CTG,NH
2024-11-04 09:42:00,35750,35750,35700,35700,22600,CTG,NH
2024-11-04 09:43:00,35700,35700,35650,35650,11800,CTG,NH
2024-11-04 09:44:00,35650,35700,35650,35700,4500,CTG,NH
2024-11-04 09:45:00,35650,35700,35650,35700,16000,CTG,NH
2024-11-04 09:46:00,35700,35700,35650,35700,20500,CTG,NH
2024-11-04 09:47:00,35700,35700,35650,35700,11400,CTG,NH
2024-11-04 09:48:00,35650,35700,35650,35700,13000,CTG,NH
2024-11-04 09:49:00,35700,35750,35700,35700,23500,CTG,NH
2024-11-04 09:50:00,35750,35750,35750,35750,4000,CTG,NH
2024-11-04 09:51:00,35750,35750,35700,35700,19900,CTG,NH
2024-11-04 09:52:00,35750,35750,35750,35750,6000,CTG,NH
2024-11-04 09:53:00,35700,35750,35700,35750,12800,CTG,NH
2024-11-04 09:54:00,35750,35750,35750,35750,6500,CTG,NH
2024-11-04 09:55:00,35750,35750,35700,35750,14000,CTG,NH
2024-11-04 09:56:00,35750,35750,35700,35750,11300,CTG,NH
2024-11-04 09:57:00,35750,35750,35700,35750,12100,CTG,NH
2024-11-04 09:58:00,35750,35750,35700,35750,20200,CTG,NH
2024-11-04 09:59:00,35750,35750,35750,35750,4200,CTG,NH
2024-11-04 10:00:00,35750,35750,35750,35750,39300,CTG,NH
2024-11-04 10:01:00,35750,35750,35750,35750,6100,CTG,NH
2024-11-04 10:02:00,35750,35750,35750,35750,5100,CTG,NH
2024-11-04 10:03:00,35750,35750,35650,35700,45500,CTG,NH
2024-11-04 10:04:00,35700,35700,35650,35650,9200,CTG,NH
2024-11-04 10:05:00,35650,35650,35650,35650,25000,CTG,NH
