time,open,high,low,close,volume,ticker,companyType
2024-11-04 09:15:00,65900,66000,65900,65900,14500,VNM,CT
2024-11-04 09:16:00,66000,66000,66000,66000,600,VNM,CT
2024-11-04 09:17:00,66000,66000,66000,66000,2600,VNM,CT
2024-11-04 09:18:00,66000,66200,65900,66200,14300,VNM,CT
2024-11-04 09:19:00,66200,66200,66000,66000,16500,VNM,CT
2024-11-04 09:20:00,66200,66200,66000,66100,5600,VNM,CT
2024-11-04 09:21:00,66000,66000,65900,65900,4100,VNM,CT
2024-11-04 09:22:00,66100,66200,66000,66000,12400,VNM,CT
2024-11-04 09:23:00,66000,66000,66000,66000,4400,VNM,CT
2024-11-04 09:24:00,66100,66100,66000,66100,12600,VNM,CT
2024-11-04 09:25:00,66100,66200,66100,66200,7800,VNM,CT
2024-11-04 09:26:00,66200,66300,66200,66200,3300,VNM,CT
2024-11-04 09:27:00,66200,66400,66200,66400,15400,VNM,CT
2024-11-04 09:28:00,66400,66500,66400,66500,20400,VNM,CT
2024-11-04 09:29:00,66500,66500,66500,66500,200,VNM,CT
2024-11-04 09:30:00,66600,66600,66600,66600,18500,VNM,CT
2024-11-04 09:31:00,66600,66600,66500,66500,8900,VNM,CT
2024-11-04 09:32:00,66500,66500,66500,66500,7200,VNM,CT
2024-11-04 09:33:00,66500,66600,66400,66400,21900,VNM,CT
2024-11-04 09:34:00,66400,66400,66400,66400,11900,VNM,CT
2024-11-04 09:35:00,66400,66400,66400,66400,2500,VNM,CT
2024-11-04 09:36:00,66400,66400,66400,66400,6200,VNM,CT
2024-11-04 09:37:00,66400,66400,66400,66400,900,VNM,CT
2024-11-04 09:38:00,66400,66400,66400,66400,3600,VNM,CT
2024-11-04 09:39:00,66400,66400,66400,66400,1800,VNM,CT
2024-11-04 09:40:00,66300,66400,66300,66400,900,VNM,CT
2024-11-04 09:41:00,66400,66400,66400,66400,200,VNM,CT
2024-11-04 09:42:00,66400,66400,66300,66300,9100,VNM,CT
2024-11-04 09:43:00,66300,66300,66300,66300,1200,VNM,CT
2024-11-04 09:44:00,66300,66300,66200,66200,700,VNM,CT
2024-11-04 09:45:00,66200,66200,66200,66200,6500,VNM,CT
2024-11-04 09:46:00,66100,66200,66100,66200,800,VNM,CT
2024-11-04 09:47:00,66200,66200,66200,66200,8700,VNM,CT
2024-11-04 09:48:00,66300,66300,66100,66100,1900,VNM,CT
2024-11-04 09:50:00,66200,66400,66200,66200,2900,VNM,CT
2024-11-04 09:51:00,66200,66200,66200,66200,200,VNM,CT
2024-11-04 09:52:00,66200,66200,66200,66200,1400,VNM,CT
2024-11-04 09:53:00,66200,66200,66200,66200,800,VNM,CT
2024-11-04 09:54:00,66300,66300,66200,66300,4800,VNM,CT
2024-11-04 09:55:00,66300,66400,66200,66400,11900,VNM,CT
2024-11-04 09:56:00,66300,66400,66300,66300,5900,VNM,CT
2024-11-04 09:57:00,66400,66500,66100,66100,63600,VNM,CT
2024-11-04 09:58:00,66400,66400,66300,66300,200,VNM,CT
2024-11-04 09:59:00,66300,66400,66300,66300,1700,VNM,CT
2024-11-04 10:00:00,66300,66400,66300,66400,2800,VNM,CT
2024-11-04 10:01:00,66300,66300,66100,66100,12000,VNM,CT
2024-11-04 10:02:00,66200,66200,66100,66100,22800,VNM,CT
